symbol,datetime,period,close,ref_low,future_ret_6,future_ret_12,future_ret_24
BTC,2019-07-22 16:00:00,2019-2020,10162.66,10121.84,-0.0013164666052194068,-0.05165971814502619,-0.032366139023804176
ETH,2019-07-22 16:00:00,2019-2020,213.53,212.52,0.01607393150947654,-0.008607159879003123,0.027620451544225724
ETH,2019-07-23 04:00:00,2019-2020,212.51,212.25,-0.03028797489829248,0.03781526718192138,0.03591041831351159
BTC,2019-07-23 08:00:00,2019-2020,10025.0,9970.0,-0.030744102936690648,0.004123158908612057,-0.05107701642543176
ETH,2019-07-23 08:00:00,2019-2020,212.53,210.88,-0.02433743170901153,0.04399955025251701,-0.023181027995291766
BTC,2019-07-23 12:00:00,2019-2020,9932.36,9883.0,-0.0020862715828861684,0.005576246887919242,-0.052147009712423024
ETH,2019-07-23 12:00:00,2019-2020,209.6,209.12,0.030679126048939957,0.053368905990241085,-0.014077634173672979
BTC,2019-07-24 04:00:00,2019-2020,9710.82,9615.0,0.03402937342506236,0.005498294226974626,-0.022674455441200104
BTC,2019-07-24 16:00:00,2019-2020,9650.99,9593.06,0.021204548072275314,0.01929357912122192,-0.00992475867410595
BTC,2019-07-27 08:00:00,2019-2020,9525.81,9525.0,0.0009621847475854531,-0.0042975705741450584,0.024092752575573587
BTC,2019-07-28 20:00:00,2019-2020,9541.54,9333.0,-0.0035592120802121494,0.0034181271264349562,0.08374320425186699
ETH,2019-07-28 20:00:00,2019-2020,211.62,203.0,-0.0034555429523426867,-0.00968668542922001,0.024367540916121744
ETH,2019-08-09 04:00:00,2019-2020,216.65,215.51,-0.023632708297720916,-0.027705454976797012,-0.03074713785038241
ETH,2019-08-09 16:00:00,2019-2020,210.02,207.95,-0.016805504266398923,0.02571174047697261,-0.008319435983148975
BTC,2019-08-10 08:00:00,2019-2020,11395.23,11382.84,0.006534853304805002,-0.005916427065967436,-0.07643411734548776
BTC,2019-08-10 12:00:00,2019-2020,11413.87,11350.0,-0.003147616199559612,-0.0012940003506387262,-0.08211397125729067
BTC,2019-08-10 16:00:00,2019-2020,11329.1,11310.0,0.004758676553079247,0.010081326361100673,-0.11110658388449085
BTC,2019-08-11 08:00:00,2019-2020,11469.94,11270.0,-0.012451280370772476,-0.016663880149793545,-0.1277300633155135
BTC,2019-08-13 16:00:00,2019-2020,10936.18,10911.0,-0.0758085058140319,-0.06052215755661337,-0.06811948224462767
BTC,2019-08-14 08:00:00,2019-2020,10556.7,10541.0,-0.044761092665220735,-0.016298132686764617,-0.016261545782753992
BTC,2019-08-15 12:00:00,2019-2020,10094.59,9928.1,0.0284629599784561,0.021334811607185346,0.05897281108487591
BTC,2019-08-16 04:00:00,2019-2020,9937.0,9911.0,0.04149303831466415,0.020164646816635136,0.08408990186648686
BTC,2019-08-21 16:00:00,2019-2020,10106.28,9921.16,0.005421500882632868,0.02901507241381989,-0.00446758919972916
BTC,2019-08-22 00:00:00,2019-2020,9872.48,9858.0,0.026224944464320558,0.04692620481452333,0.040137839174099396
BTC,2019-09-06 20:00:00,2019-2020,10298.73,10293.34,0.015143912929420363,0.007973964768259408,-0.01966834790950948
BTC,2019-09-09 08:00:00,2019-2020,10413.26,10090.0,-0.015570120271804497,-0.03371295053468145,-0.010407112513789181
BTC,2019-09-11 04:00:00,2019-2020,10066.0,9953.0,0.001369020738704149,0.02134419743341244,0.0237976286582797
BTC,2019-09-16 16:00:00,2019-2020,10121.39,10112.15,0.013401033650496653,0.004972111776678942,0.003958015157814549
ETH,2019-09-22 20:00:00,2019-2020,211.2,206.34,-0.04805889751916593,-0.24196299731882506,-0.24129980735088916
BTC,2019-09-23 12:00:00,2019-2020,9867.01,9853.97,-0.03503445805913147,-0.1729473786657685,-0.21204419513369163
ETH,2019-09-23 12:00:00,2019-2020,209.48,206.1,-0.08370129208180928,-0.23565707459416932,-0.2445179688874284
BTC,2019-09-24 00:00:00,2019-2020,9719.98,9615.77,-0.12642821153528042,-0.15055529172509668,-0.17451178723851257
BTC,2019-10-30 08:00:00,2019-2020,9097.69,9072.0,0.0013005831388825067,0.007170562216122206,0.0064456586926143825
BTC,2019-10-30 12:00:00,2019-2020,9093.72,9018.0,0.01313783050417585,-0.0012422874428265644,0.009190383983682736
BTC,2019-10-31 08:00:00,2019-2020,9109.53,9001.01,0.0058699790772395915,0.014344136383247313,0.016404528413534448
BTC,2019-11-07 20:00:00,2019-2020,9216.2,9119.0,-0.04920077557405485,-0.04514233675441978,-0.05382293494270326
BTC,2019-11-11 08:00:00,2019-2020,8726.74,8696.0,0.002521243920181749,0.005294927001292599,-0.011084799580131787
BTC,2019-11-12 12:00:00,2019-2020,8705.27,8618.68,0.005259959023733673,-0.0071128974771476824,-0.025110262948414893
BTC,2020-01-19 08:00:00,2019-2020,8681.44,8586.0,-0.007653524818630316,-0.002846894910531861,-0.030221354196889823
BTC,2020-01-19 20:00:00,2019-2020,8701.7,8524.2,-0.0068438722969167065,0.003937444191740983,-0.03474875250481192
BTC,2020-01-23 16:00:00,2019-2020,8370.98,8326.0,0.015149308027211332,-0.0009645098211608602,0.0648828062544331
BTC,2020-01-24 00:00:00,2019-2020,8320.57,8306.39,-0.0027620354070030926,0.005782132771621338,0.09085597675846596
BTC,2020-01-24 08:00:00,2019-2020,8412.77,8275.5,-0.011516510903403018,0.007859419378414438,0.07655795704866976
BTC,2020-02-02 04:00:00,2019-2020,9370.53,9204.44,-0.000252952582345663,-0.009855751561725008,0.02718894930237895
BTC,2020-02-04 08:00:00,2019-2020,9182.81,9120.0,0.02534045874634752,0.054678187960541816,0.06607105430002691
BTC,2020-02-04 12:00:00,2019-2020,9206.47,9108.0,0.02981353996895439,0.06113621545323479,0.06547851837111988
ETH,2020-02-16 12:00:00,2019-2020,258.83,256.08,-0.009120786676398667,0.055714984414022464,-0.010994031058079114
BTC,2020-02-17 12:00:00,2019-2020,9633.45,9568.0,0.020266690654801984,0.051169655023796244,0.005010548766110614
BTC,2020-02-19 20:00:00,2019-2020,9593.79,9452.67,0.00027409809652581926,0.00864108861613587,0.035088767869872514
BTC,2020-02-24 16:00:00,2019-2020,9601.09,9550.21,-0.025436685100199117,-0.0835925220898331,-0.11276794790119159
ETH,2020-02-25 04:00:00,2019-2020,257.69,256.0,-0.07978079933025854,-0.13374762262755505,-0.1172495910952944
ETH,2020-02-25 16:00:00,2019-2020,250.4,250.13,-0.08615493292186398,-0.0639423197741993,-0.10620396675437485
BTC,2020-02-25 20:00:00,2019-2020,9315.84,9281.0,-0.05864199828916444,-0.05433042773669016,-0.08887621709935817
ETH,2020-02-25 20:00:00,2019-2020,246.67,245.93,-0.09671790793557251,-0.07962725905906046,-0.1271867834367104
BTC,2020-02-26 08:00:00,2019-2020,9158.37,9111.0,-0.039421161920695655,-0.06453990420851374,-0.057297351372720504
ETH,2020-02-26 16:00:00,2019-2020,229.73,225.98,0.022212613147664702,-0.03170797812894672,-0.06005346210193603
BTC,2020-02-27 00:00:00,2019-2020,8739.68,8633.63,0.011131587038925963,-0.0028588782999153634,-0.015880003884326033
ETH,2020-02-27 00:00:00,2019-2020,218.85,215.66,0.048692244952707534,0.049736222602008495,-0.00022849308907810383
BTC,2020-02-28 12:00:00,2019-2020,8715.94,8531.0,-0.007594212223198,-0.01831038539169152,0.004244108048102753
ETH,2020-03-01 16:00:00,2019-2020,216.34,214.01,0.07023089561100507,0.0332757973978988,0.07294179896874642
BTC,2020-03-08 08:00:00,2019-2020,8741.53,8695.73,-0.11333092747993782,-0.08054904012965076,-0.36521933433507003
ETH,2020-03-08 16:00:00,2019-2020,212.94,212.0,-0.07461384023411713,-0.05224781147688481,-0.4310791792051671
ETH,2020-04-20 20:00:00,2019-2020,170.2,167.14,0.0031677154428867106,0.07087124724468735,0.09728451410804265
ETH,2020-05-04 00:00:00,2019-2020,203.6,202.07,0.011961573108458835,0.015546500889302433,0.044571341993066
BTC,2020-05-04 04:00:00,2019-2020,8648.41,8573.98,0.041353511660439594,0.04186705086069983,0.12604105560849227
ETH,2020-05-11 16:00:00,2019-2020,187.2,179.59,0.012211460478989323,0.049908789394127774,0.03959046727100856
BTC,2020-05-21 08:00:00,2019-2020,9389.97,9326.0,-0.024141112239956568,-0.023459476833961615,-0.07031300730942289
BTC,2020-05-21 16:00:00,2019-2020,9065.53,8949.74,0.01186356554388558,0.012654643619649573,-0.01528018308112222
ETH,2020-05-21 16:00:00,2019-2020,198.57,196.6,0.04471228727782146,0.04225321036179169,0.030306101137950032
BTC,2020-05-25 00:00:00,2019-2020,8786.57,8700.0,0.01324924004384687,0.004806012156052841,0.08030277359834373
ETH,2020-05-26 16:00:00,2019-2020,199.3,197.12,0.03548918518233836,0.07424415383462932,0.17375511488897297
BTC,2020-06-02 12:00:00,2019-2020,9468.81,9381.41,0.009510217199665435,0.037373637976482625,0.019127718049849262
BTC,2020-06-07 12:00:00,2019-2020,9500.03,9450.0,0.02139880897585184,0.022879345039637466,0.0022164821488237676
ETH,2020-06-07 12:00:00,2019-2020,237.43,236.0,0.02318860015139729,0.02450460626335334,0.006507023232456758
BTC,2020-06-15 04:00:00,2019-2020,9123.3,9122.0,0.040890651529985354,0.041827703481883756,0.019131205181556612
ETH,2020-06-15 04:00:00,2019-2020,224.56,224.07,0.036766757857583,0.04467633114843866,0.016824188589873484
BTC,2020-06-19 00:00:00,2019-2020,9274.26,9236.61,0.006061859227066166,0.01046022524764256,0.04056654529121162
BTC,2020-06-20 08:00:00,2019-2020,9325.87,9215.79,0.0034927624717521906,0.014216697340132471,0.0005842251866454211
ETH,2020-06-20 08:00:00,2019-2020,229.02,226.74,0.0043134502537193475,0.03247708113239747,0.03871340675454022
BTC,2020-07-02 16:00:00,2019-2020,9055.15,9024.67,0.003370293589749354,0.008156460091924868,0.025567220565127863
BTC,2020-07-05 20:00:00,2019-2020,9069.41,8940.0,0.029848617569280738,0.020514939080292255,0.017815073406998675
BTC,2020-07-14 04:00:00,2019-2020,9181.01,9157.5,0.005452913813575529,-0.006262892848178212,-0.005311975656399661
BTC,2020-07-14 08:00:00,2019-2020,9232.95,9151.0,-0.0014827486889209146,-0.016527117747392395,-0.007943345821992734
BTC,2020-07-16 04:00:00,2019-2020,9123.69,9113.0,-0.0015082024376273995,0.0009509171917784603,0.006231305410608276
BTC,2020-08-02 04:00:00,2019-2020,11323.78,10831.0,-0.011249230007070518,-0.00282459832944853,0.026554902087055254
ETH,2020-08-07 12:00:00,2019-2020,385.49,380.77,0.012810278924952753,0.0030305015746527227,-0.008361927931724645
BTC,2020-08-11 12:00:00,2019-2020,11480.79,11450.0,0.00872947634069402,0.0016527008966680371,0.031820582116745065
BTC,2020-08-11 16:00:00,2019-2020,11387.05,11372.0,0.015850633496381227,0.010406668441017208,0.038762767032748356
ETH,2020-08-11 16:00:00,2019-2020,380.53,377.4,0.01667878029576006,0.03420196468013078,0.12662906214610353
BTC,2020-08-11 20:00:00,2019-2020,11392.08,11285.0,0.01500698346852347,0.033484801106567985,0.03961200160307231
ETH,2020-08-11 20:00:00,2019-2020,379.0,376.24,0.021353496093377,0.11347002473387166,0.13162984968940764
ETH,2020-08-12 04:00:00,2019-2020,379.09,367.0,0.027218582866800844,0.10775286129644625,0.11819036107252744
BTC,2020-08-19 04:00:00,2019-2020,11823.34,11686.0,-0.010155133213770201,0.0012450654380152472,-0.017652486124718876
ETH,2020-08-19 04:00:00,2019-2020,413.4,412.47,-0.022258470600942583,-0.0014524330803148745,-0.05588713142274352
BTC,2020-08-19 20:00:00,2019-2020,11754.59,11612.71,0.008383598166900236,-0.01917525652037328,-0.009098150502429351
ETH,2020-08-19 20:00:00,2019-2020,407.46,395.0,0.02059825073601981,-0.0490147513074238,-0.04197717153453524
ETH,2020-08-22 00:00:00,2019-2020,385.39,385.1,0.011506241179955407,0.02016430392306989,0.002332574144898556
BTC,2020-08-25 12:00:00,2019-2020,11419.41,11411.87,0.00493638787932517,-0.008459054522463495,0.0071185794750209044
ETH,2020-08-25 12:00:00,2019-2020,385.56,381.58,0.011090877402231478,-0.004601294918714056,0.04292373700355149
BTC,2020-09-04 12:00:00,2019-2020,10424.67,9960.8,-0.014569387157942315,-0.024401590571963637,-0.03178029260404971
ETH,2020-09-04 12:00:00,2019-2020,384.34,372.0,-0.07292382518114636,-0.10946251504807329,-0.11885362466388864
ETH,2020-09-05 12:00:00,2019-2020,357.31,347.42,-0.03653868986692688,-0.031615995035756954,-0.013666611686911292
BTC,2020-09-05 16:00:00,2019-2020,9956.66,9875.5,0.029845460014832872,0.019081281217731866,0.03164433432893703
ETH,2020-09-13 16:00:00,2019-2020,363.02,355.49,0.031133873791442647,0.004507483445226999,0.06966111454666973
ETH,2020-09-13 20:00:00,2019-2020,366.42,353.57,0.02878322272472259,-0.006461527245345662,0.06072414906210041
BTC,2020-09-20 16:00:00,2019-2020,10871.03,10745.83,-0.03486430046442665,-0.03549125017463204,-0.020182939564586652
ETH,2020-09-20 16:00:00,2019-2020,371.23,370.15,-0.07206074869611294,-0.07740183541358676,-0.07041194370592906
ETH,2020-10-01 16:00:00,2019-2020,353.18,350.45,-0.028227506918292795,-0.008873273622288758,-0.004682785869834165
BTC,2020-10-02 04:00:00,2019-2020,10490.88,10437.0,0.0035083197922290126,0.011557338252194998,0.02077894667090465
BTC,2020-10-02 08:00:00,2019-2020,10436.63,10385.02,0.009537922370765497,0.015603019922523827,0.024672444209631494
ETH,2020-10-06 08:00:00,2019-2020,346.12,343.7,-0.02007771424503875,-0.02480529662301893,0.07192012878501758
ETH,2020-10-06 12:00:00,2019-2020,351.34,343.6,-0.030869503152805563,-0.006109591619789691,0.0592340177184205
ETH,2020-10-06 20:00:00,2019-2020,340.75,339.5,0.00243284161440357,0.029494692599788506,0.08375835380918475
ETH,2020-10-07 00:00:00,2019-2020,336.85,336.8,0.0069521765110791105,0.038123983809804696,0.09540463335686053
BTC,2020-10-16 04:00:00,2019-2020,11305.87,11250.83,0.003453295471593157,0.013139174677515512,0.03729296764462836
ETH,2020-10-16 08:00:00,2019-2020,369.94,365.0,-0.004931858355746753,0.007620777143975432,-0.005285066439732965
ETH,2020-10-26 08:00:00,2019-2020,405.1,401.3,-0.00696072863368147,-0.04607107973469319,-0.06543746863931861
ETH,2020-10-26 16:00:00,2019-2020,391.56,391.5,0.03660841024590928,-0.017700945254095424,-0.021633907725383195
ETH,2020-10-28 12:00:00,2019-2020,387.54,382.3,0.008069741306839845,-0.013953533482631198,0.0022681591248690227
ETH,2020-10-30 08:00:00,2019-2020,379.44,375.06,0.028270433938255526,0.01905615105311965,0.000447928338956282
ETH,2020-11-03 04:00:00,2019-2020,375.52,371.4,0.007296494250531422,0.07020290461775071,0.19486067099703536
ETH,2020-11-15 20:00:00,2019-2020,448.08,442.75,0.027449639532667772,0.0732834810548166,0.05041695086064362
ETH,2020-11-26 08:00:00,2019-2020,512.69,505.0,-0.009504936677816813,0.011268653653720968,0.1374976530221303
BTC,2020-11-26 16:00:00,2019-2020,16516.87,16334.0,0.01718349087731455,0.07563044959833287,0.15364708511855657
ETH,2020-11-26 16:00:00,2019-2020,500.14,482.0,0.01303105325235661,0.08771260132936055,0.18601701685278618
ETH,2020-12-05 00:00:00,2019-2020,575.9,565.82,0.036066827466767,0.03198851154354526,-0.04216862055724909
BTC,2020-12-08 12:00:00,2019-2020,18809.91,18700.0,-0.02478153243955346,-0.036590817795849176,-0.02208699979288925
ETH,2020-12-08 12:00:00,2019-2020,574.13,570.73,-0.011209897920046863,-0.029142258628003143,-0.03471691026380657
BTC,2020-12-09 00:00:00,2019-2020,18300.01,18200.0,0.005979895661420663,-0.017036643464742894,0.026126196555258812
ETH,2020-12-09 00:00:00,2019-2020,552.12,549.22,0.027757233989030242,-0.008823131852002866,0.02380340386562018
BTC,2020-12-09 08:00:00,2019-2020,18244.95,17830.0,-0.002879457845924178,-0.033282299488616295,0.0570873718721276
ETH,2020-12-09 08:00:00,2019-2020,561.89,537.0,-0.01235600563270871,-0.04183174676420084,0.041262553104412104
ETH,2020-12-20 20:00:00,2019-2020,638.18,625.76,-0.04913652142708067,-0.002714514898135099,-0.041381685000567894
BTC,2020-12-21 12:00:00,2019-2020,22681.32,22350.0,0.028737482370953284,0.0333143176291394,0.057558687647757054
ETH,2020-12-21 12:00:00,2019-2020,610.45,603.0,0.02561713249995336,-0.007613477870579821,0.004853466185364061
ETH,2020-12-22 08:00:00,2019-2020,611.63,591.46,-0.015703980049268044,-0.048403567227069566,0.01792127813230869
BTC,2021-01-04 08:00:00,2021,30743.06,28624.57,0.03306778031625246,0.12735335614184223,0.29487540985455984
BTC,2021-01-10 20:00:00,2021,38150.02,36500.0,-0.07468819862209011,-0.11365983301051316,0.02573364527820271
BTC,2021-01-11 00:00:00,2021,35438.23,35111.11,-0.01287292607300981,-0.046783190890401484,0.08804841911266875
ETH,2021-01-11 00:00:00,2021,1104.14,1065.0,-0.014247775976480023,-0.05340528604131403,0.09902152155936648
BTC,2021-01-11 04:00:00,2021,34375.34,33600.0,0.05760288438845715,0.017634258865835917,0.11261932909874565
BTC,2021-01-11 16:00:00,2021,32254.62,31115.0,0.07264919943637549,0.10992014770746567,0.08787501453972185
ETH,2021-01-11 16:00:00,2021,984.41,950.0,0.09522613885694006,0.11291210542178698,0.1412347041663184
BTC,2021-01-17 08:00:00,2021,35267.17,34408.0,0.03277164802850973,0.055142028567460914,-0.09071838427799601
BTC,2021-01-20 16:00:00,2021,35197.12,33850.0,-0.08068894467533808,-0.0467501475200967,-0.11714522525182987
ETH,2021-01-21 12:00:00,2021,1188.68,1188.0,0.03650944808514091,0.03438208140025182,0.18823080501351194
ETH,2021-01-21 16:00:00,2021,1231.18,1185.75,0.029160178631359727,0.021414954915436338,0.11618799061450948
BTC,2021-01-22 00:00:00,2021,30943.4,30071.0,0.0449181717558368,0.04846632548382488,0.018420022178298544
ETH,2021-01-22 00:00:00,2021,1160.73,1086.0,0.05932185455795695,0.10817117011378126,0.12311314326336185
BTC,2021-01-26 12:00:00,2021,31750.23,30900.0,-0.04600633054340938,0.0055361033097895505,0.07462387580926197
ETH,2021-01-27 12:00:00,2021,1281.08,1244.56,0.05271958807800866,0.08603646368164208,0.023163007348625312
ETH,2021-02-01 00:00:00,2021,1316.92,1281.12,0.0386314610992291,0.15620747985620553,0.21939446745580957
ETH,2021-02-07 16:00:00,2021,1565.44,1525.01,0.08008201754936158,0.12425789470832231,0.1344173323411993
BTC,2021-02-15 00:00:00,2021,47120.3,46125.0,0.051771286170497414,0.05244311388233961,0.08391414623720259
BTC,2021-02-22 12:00:00,2021,53236.69,50918.0,-0.09108252071297107,-0.06634134664081709,-0.11202746033181646
BTC,2021-02-26 04:00:00,2021,44973.68,44892.56,0.04743747493270041,-0.012819266810051709,0.07200836817719065
SOL,2021-02-27 20:00:00,2021,13.1916,13.1,-0.007831000852934498,0.1275028035213227,0.06476307065381455
BTC,2021-02-28 04:00:00,2021,44400.83,44106.78,0.04162847396592485,0.0848276349872422,0.11267614390900652
SOL,2021-02-28 04:00:00,2021,12.1365,12.028,0.17873777967837592,0.1642099144175841,0.12305983255905242
ETH,2021-02-28 12:00:00,2021,1318.22,1313.74,0.16308809582858064,0.16421523388705184,0.1793814619150032
BTC,2021-02-28 16:00:00,2021,44405.32,43168.0,0.08330241709363834,0.0666845095609569,0.07784922879958849
BTC,2021-03-05 00:00:00,2021,47289.81,47047.6,0.028515641638977574,0.04671648302273162,0.1297333619869789
ETH,2021-03-05 00:00:00,2021,1481.67,1455.52,0.033208399674358506,0.10698708492713216,0.2209341432054796
SOL,2021-03-05 04:00:00,2021,12.5038,12.35,-0.017303633029287627,0.020102412776201607,0.1042218135510194
ETH,2021-03-05 08:00:00,2021,1480.15,1445.45,0.05514796416312731,0.1256736921630669,0.21064677932754508
SOL,2021-03-05 08:00:00,2021,12.5116,12.2508,-0.034707749405416585,0.08527214467306829,0.1328897820601111
SOL,2021-03-06 12:00:00,2021,12.2773,12.0025,0.0971574133454282,0.10357432703967916,0.18558377792766
ETH,2021-03-12 12:00:00,2021,1775.47,1725.0,0.055108656405596,0.045440845899063005,0.015891354651248343
SOL,2021-03-15 04:00:00,2021,13.9359,13.8439,-0.028015278640079154,-0.03083086004024286,0.004624798838992021
BTC,2021-03-15 08:00:00,2021,56150.79,54962.84,-0.012176603120127139,-0.023620895848176768,0.04663378559170183
SOL,2021-03-15 08:00:00,2021,14.2587,13.7233,-0.04504998145259387,-0.06915970085020796,-0.005534725631098044
ETH,2021-03-16 00:00:00,2021,1748.59,1723.22,0.01028100941044305,0.04750422062850487,0.04707875137860353
SOL,2021-03-16 04:00:00,2021,13.5509,13.4717,-0.0028155814001636324,0.04805580172312943,0.06866073507178323
SOL,2021-03-17 08:00:00,2021,13.3059,13.1389,0.05512634049764744,0.06362497521910992,0.031615994615087885
SOL,2021-03-21 04:00:00,2021,13.9532,13.8554,0.14813502184397284,0.033350988768565994,-0.04760654877604333
SOL,2021-03-21 12:00:00,2021,13.9345,13.6755,0.1277791162076717,0.05435008378795009,-0.08522734241577977
BTC,2021-03-23 04:00:00,2021,54161.34,53650.0,0.02377039777168091,-0.03553119385463192,0.014461406573448979
ETH,2021-03-23 04:00:00,2021,1679.36,1655.15,0.009364363204272459,-0.06481803174173614,0.007533953094790101
ETH,2021-03-24 00:00:00,2021,1678.89,1650.0,-0.06568875145941944,-0.036490969584549206,0.01892760038868414
BTC,2021-03-25 00:00:00,2021,52122.86,51700.0,0.005440171534206143,0.04937408980266448,0.060463202811433185
SOL,2021-03-26 00:00:00,2021,12.689,12.47,0.159168299151619,0.3054869984115414,0.4549467958891717
BTC,2021-04-04 00:00:00,2021,57492.42,56880.0,-0.00044015486506742134,0.019230036700550315,-0.01669379513319584
ETH,2021-04-07 08:00:00,2021,1977.89,1975.24,0.009575373616004523,0.05216732898436054,0.08210610411158335
BTC,2021-04-07 12:00:00,2021,56451.45,55700.0,0.02305626281321792,0.031191427174466466,0.05503705828796713
ETH,2021-04-07 12:00:00,2021,1977.04,1957.59,0.04086245823442507,0.042191994014758955,0.0831226023895939
BTC,2021-04-07 16:00:00,2021,56153.83,55612.0,0.027767647162684324,0.038717278087145875,0.06132975691479951
