symbol,signal_time,entry_time,exit_time,period,entry_price,net_pnl,trade_return_pct,is_winner,mae_pct,mfe_pct,mfe_mae_ratio,atr14_at_signal,atr14_pct_of_entry,mae_atr_multiple
BTC,2019-07-22 16:00:00,2019-07-22 20:00:00,2019-07-26 16:00:00,2019-2020,10168.831875,-348.76830722506156,-3.48768307225061,False,6.331424129283285,2.214296860916487,0.34973124777334175,268.0285714285713,2.635785257572383,2.4021016549408385
ETH,2019-07-22 16:00:00,2019-07-22 20:00:00,2019-07-26 16:00:00,2019-2020,213.636765,249.57460837791737,2.4957460837791703,True,5.44698614959836,5.37512117822979,0.9868064706986873,6.266428571428569,2.933216373796228,1.8570011398609372
BTC,2019-08-13 16:00:00,2019-08-13 20:00:00,2019-08-17 20:00:00,2019-2020,10941.74814,-686.3072021161063,-6.86988651570259,False,10.891752622629822,0.36504093759921635,0.03351535333631889,159.81642857142847,1.4606114720113497,7.456981429586627
BTC,2019-08-21 16:00:00,2019-08-21 20:00:00,2019-08-25 16:00:00,2019-2020,10112.19357,-74.81428206356705,-0.75406601598509,False,3.4630821450938614,3.291139827340158,0.9503499164761964,234.7785714285714,2.321737314494183,1.4915908546046406
BTC,2019-10-30 08:00:00,2019-10-30 12:00:00,2019-11-03 08:00:00,2019-2020,9100.778115,35.779512077201346,0.36089999825252,True,2.063319340689136,3.3428118030762564,1.6201136378432714,221.34214285714305,2.4321232762759544,0.8483613313583644
BTC,2019-11-07 20:00:00,2019-11-08 00:00:00,2019-11-11 20:00:00,2019-2020,9218.607,-545.0334894417982,-5.49564847645636,False,6.507783659722122,0.4598634045252176,0.07066359740435094,107.98357142857132,1.1713653855573984,5.555724746489218
BTC,2019-11-12 12:00:00,2019-11-12 16:00:00,2019-11-16 12:00:00,2019-2020,8707.961805,-270.9166583978091,-2.74678571401933,False,3.5365543843241602,1.5735966471662648,0.4449519153844374,136.1757142857141,1.5638069772828327,2.2615031367036376
BTC,2020-01-19 08:00:00,2020-01-19 12:00:00,2020-01-23 08:00:00,2019-2020,8685.50058,-334.06448716927014,-3.3963617037983,False,3.287094133151274,1.5255242778419122,0.46409509921135766,174.24714285714293,2.0061842291321677,1.638480696547595
BTC,2020-01-23 16:00:00,2020-01-23 20:00:00,2020-01-27 16:00:00,2019-2020,8374.084949999999,619.6789442330028,6.32161286856785,True,1.6250724803072196,7.33112995229409,4.5112633689471755,119.40928571428569,1.4259383135859605,1.139651319291979
BTC,2020-02-02 04:00:00,2020-02-02 08:00:00,2020-02-06 04:00:00,2019-2020,9375.215265,194.27043247276993,1.96938698498886,True,3.0101203761533095,3.938413407726697,1.308390667339248,124.91500000000009,1.3323960727210042,2.2591783612856764
ETH,2020-02-16 12:00:00,2020-02-16 16:00:00,2020-02-20 16:00:00,2019-2020,258.96941999999996,-185.69463332226164,-1.87875113636966,False,8.325083324509883,10.391412237012403,1.2482051929040805,9.997857142857145,3.8606323259546036,2.156404086589979
BTC,2020-02-17 12:00:00,2020-02-17 16:00:00,2020-02-21 16:00:00,2019-2020,9640.087635,3.875030165671326,0.03925228616971,True,3.0091804761897256,6.326834237332118,2.1025107292146403,199.97571428571413,2.074418012131631,1.4506143210246962
BTC,2020-02-24 16:00:00,2020-02-24 20:00:00,2020-02-28 16:00:00,2019-2020,9605.94057,-1098.0800925826773,-11.13021522024469,False,12.08565222260167,0.7189241854741074,0.059485758172788554,142.76785714285728,1.4862454759373687,8.131666281425886
ETH,2020-02-25 04:00:00,2020-02-25 08:00:00,2020-02-29 04:00:00,2019-2020,257.75881499999997,-1140.9708891312207,-11.57646293280016,False,18.528489510630305,2.7045379611944793,0.1459664566635511,7.025714285714285,2.725693119637552,6.797716653111016
ETH,2020-04-20 20:00:00,2020-04-21 00:00:00,2020-04-24 20:00:00,2019-2020,170.295105,954.551816133796,9.90008695552347,True,1.3477222378177027,13.702622280305702,10.167245071576213,6.5792857142857155,3.863461439062336,0.34883801975898476
ETH,2020-05-04 00:00:00,2020-05-04 04:00:00,2020-05-08 00:00:00,2019-2020,203.7018,396.5832002008747,4.072821759061529,True,4.330742290937044,6.336811947660759,1.4632161236935806,4.5200000000000005,2.2189298278169365,1.951725663716813
BTC,2020-05-04 04:00:00,2020-05-04 08:00:00,2020-05-08 04:00:00,2019-2020,8652.744209999999,1271.0906165878766,13.08261556905542,True,0.6759036044588993,16.34459260179611,24.18183967946275,187.6542857142857,2.168725680084396,0.31165933555625924
ETH,2020-05-11 16:00:00,2020-05-11 20:00:00,2020-05-15 16:00:00,2019-2020,187.39365,365.7740627576242,3.6931671816520897,True,2.147164538392845,9.939691126140081,4.629217252991683,7.734999999999998,4.127674550338284,0.520187459599225
BTC,2020-05-21 08:00:00,2020-05-21 12:00:00,2020-05-25 08:00:00,2019-2020,9394.664985,-695.7862520207171,-6.999401998527969,False,8.003957418392181,0.008143079090338186,0.0010173816107050143,193.5699999999997,2.060424723064244,3.884615307124044
ETH,2020-05-21 16:00:00,2020-05-21 20:00:00,2020-05-25 16:00:00,2019-2020,198.709305,272.8791198078977,2.75486255885199,True,1.242672053027407,6.285913485531032,5.058384849178223,4.509999999999999,2.2696471108889433,0.5475177383592001
ETH,2020-05-26 16:00:00,2020-05-26 20:00:00,2020-05-30 16:00:00,2019-2020,199.39965,1845.075386852054,18.64020902945417,True,0.05499006643192013,19.794593420800886,359.9667122662486,3.8671428571428583,1.9393930015137228,0.028354266715925874
BTC,2020-06-02 12:00:00,2020-06-02 16:00:00,2020-06-06 12:00:00,2019-2020,9472.81404,165.92667768856012,1.64562950383433,True,1.1359247584258518,4.315675978370625,3.7992621838362135,219.96000000000004,2.322013280015788,0.48919821785779294
BTC,2020-06-15 04:00:00,2020-06-15 08:00:00,2020-06-19 04:00:00,2019-2020,9127.86165,178.75439456080926,1.7699397160900299,True,0.9276175871925076,5.051986628215374,5.4461953912554915,119.22499999999971,1.3061657217383404,0.7101836863074056
ETH,2020-06-15 04:00:00,2020-06-15 08:00:00,2020-06-19 04:00:00,2019-2020,224.702295,140.09032589127753,1.3871067743211098,True,1.9591677957717257,5.6063980120897385,2.8616221766147145,3.703571428571426,1.6482125509983891,1.188662102217932
BTC,2020-08-02 04:00:00,2020-08-02 08:00:00,2020-08-06 04:00:00,2019-2020,11331.612975,218.4500405221454,2.15617967869133,True,3.5353570218453387,4.124629265323104,1.1666796987791022,319.69285714285695,2.821247582741917,1.2531183166878932
ETH,2020-08-07 12:00:00,2020-08-07 16:00:00,2020-08-11 12:00:00,2019-2020,385.662735,-152.16461617789307,-1.49868750007697,False,5.915203344704791,3.717565556340309,0.6284763751474787,8.19857142857143,2.12583967402799,2.782525614218501
BTC,2020-08-11 12:00:00,2020-08-11 16:00:00,2020-08-15 12:00:00,2019-2020,11486.52039,288.9020226393667,2.8497013787575702,True,3.1473446938268106,4.296162747681331,1.3650118323893177,204.44,1.7798253349028355,1.7683446977108184
ETH,2020-08-11 16:00:00,2020-08-11 20:00:00,2020-08-15 16:00:00,2019-2020,380.7202649999999,1248.7013359709554,12.32823728395442,True,3.9058243983938987,16.807546349023493,4.3032007163288934,7.708571428571438,2.0247336790888815,1.9290558747220017
BTC,2020-08-19 04:00:00,2020-08-19 08:00:00,2020-08-23 04:00:00,2019-2020,11829.25167,-213.45167554914283,-2.0740104736938,False,3.824770007619596,0.7220941136676351,0.18879412676555718,217.0400000000001,1.8347737122749044,2.084600396240324
ETH,2020-08-19 04:00:00,2020-08-19 08:00:00,2020-08-23 04:00:00,2019-2020,413.576685,-596.5419042540373,-5.79631972547,False,8.137955117078223,1.3064844310553967,0.16054210329983548,10.184285714285718,2.462490291077631,3.3047663767709325
BTC,2020-08-25 12:00:00,2020-08-25 16:00:00,2020-08-29 12:00:00,2019-2020,11425.12971,41.575394096191566,0.40717332089878,True,2.6913454621951933,1.4623054113229974,0.543336198144652,119.55928571428532,1.0464588914875903,2.5718597109622907
ETH,2020-08-25 12:00:00,2020-08-25 16:00:00,2020-08-29 12:00:00,2019-2020,385.75278,415.5257153190732,4.06949805536075,True,4.0836465261507575,4.787320003241469,1.1723149818635241,8.674285714285721,2.2486644721745677,1.8160319499341193
ETH,2020-10-06 08:00:00,2020-10-06 12:00:00,2020-10-10 08:00:00,2019-2020,346.29305999999997,735.8111082772847,7.1741330137832,True,4.075467178002343,9.271609428153141,2.2749807624994225,4.644285714285709,1.3411431676643215,3.038800984312514
BTC,2020-10-16 04:00:00,2020-10-16 08:00:00,2020-10-20 04:00:00,2019-2020,11311.522935,361.8599231394072,3.50299088986463,True,0.8798367432210035,4.751588871706594,5.400534710918588,135.31428571428555,1.1962517027269373,0.7354946632179128
ETH,2020-10-16 08:00:00,2020-10-16 12:00:00,2020-10-20 08:00:00,2019-2020,370.12497,-88.56619173933375,-0.85696324973695,False,1.8277529343670071,3.835199230141099,2.098313813660661,6.747857142857129,1.823129399472056,1.0025360431883168
ETH,2020-10-26 08:00:00,2020-10-26 12:00:00,2020-10-30 08:00:00,2019-2020,405.312555,-688.5946665672512,-6.64836283334473,False,7.900706406689019,1.218182101464887,0.15418647887403217,5.93500000000001,1.4643020372265574,5.395544229149098
ETH,2020-10-30 08:00:00,2020-10-30 12:00:00,2020-11-03 08:00:00,2019-2020,379.62972,-28.662286659153388,-0.27858573954640004,False,2.4760232154637425,6.55119414781329,2.645853280736019,8.937857142857151,2.3543618088850238,1.0516748981059691
ETH,2020-11-15 20:00:00,2020-11-16 00:00:00,2020-11-19 20:00:00,2019-2020,448.2940349999999,480.9594804368262,4.67603271912821,True,0.6344128580697949,10.487751638274668,16.531429817144183,8.44571428571429,1.8839675807228378,0.33674298037887906
ETH,2020-11-26 08:00:00,2020-11-26 12:00:00,2020-11-30 08:00:00,2019-2020,512.9463450000001,1484.5015442516128,14.36559648329299,True,6.228009091282259,15.622229455597342,2.5083825708386924,26.064285714285695,5.08128890445368,1.2256750616607324
BTC,2020-11-26 16:00:00,2020-11-26 20:00:00,2020-11-30 16:00:00,2019-2020,16525.11843,1675.2558182707407,16.25291308171341,True,0.526703819816418,20.19980422010205,38.35135318962119,644.4571428571427,3.899863989399214,0.13505697153750185
ETH,2020-12-05 00:00:00,2020-12-05 04:00:00,2020-12-09 00:00:00,2019-2020,576.288,-477.1462486227823,-4.4803714587844805,False,5.94980287633961,5.416041979010493,0.9102893140457297,15.442857142857147,2.6797117314358703,2.220314523589269
BTC,2020-12-08 12:00:00,2020-12-08 16:00:00,2020-12-12 12:00:00,2019-2020,18819.314955,-261.3955725210687,-2.45586612550796,False,6.62609110895769,0.6296458998817986,0.09502524030051322,272.4021428571429,1.4474604602160073,4.57773548299127
ETH,2020-12-09 00:00:00,2020-12-09 04:00:00,2020-12-13 00:00:00,2019-2020,552.3860549999999,221.66394144868107,2.09669032839724,True,3.974766343440729,4.651447075361108,1.1702441536059236,11.64499999999999,2.1081270779002543,1.8854491197939038
ETH,2020-12-20 20:00:00,2020-12-21 00:00:00,2020-12-24 20:00:00,2019-2020,638.41905,-466.0470660846735,-4.39749388637447,False,13.649193268903865,1.5007305938004247,0.10995013142787338,14.820714285714287,2.3214711850647762,5.879544556364162
BTC,2020-12-21 12:00:00,2020-12-21 16:00:00,2020-12-25 12:00:00,2019-2020,22704.996825,583.1485223040258,5.5277206118147095,True,1.548543819274447,8.702944070990865,5.620082533452965,702.5092857142861,3.094073481396693,0.500487085579952
BTC,2021-01-04 08:00:00,2021-01-04 12:00:00,2021-01-08 08:00:00,2021,30758.361495,3443.180962484039,32.4530643620069,True,2.790660663571218,34.92412463760855,12.514643967108501,1746.9292857142862,5.679526479322582,0.4913544595189686
BTC,2021-01-10 20:00:00,2021-01-11 00:00:00,2021-01-14 20:00:00,2021,38169.09501,203.6268797194666,1.85891979217771,True,20.302013993179028,5.058817845940862,0.24917812822119514,1785.1292857142855,4.676897068810764,4.340915289448823
ETH,2021-01-11 00:00:00,2021-01-11 04:00:00,2021-01-15 00:00:00,2021,1105.57251,1045.1390117001404,9.61026791139191,True,17.2374501243704,13.694939828053437,0.7944875680128267,81.99285714285718,7.41632560517059,2.3242574614513445
BTC,2021-01-17 08:00:00,2021-01-17 12:00:00,2021-01-21 08:00:00,2021,35287.634999999995,-1070.669160593527,-9.66402110759164,False,9.28924536880977,7.261367898415425,0.7816962099845817,1631.6200000000001,4.623772604766515,2.0090186440470172
ETH,2021-01-21 12:00:00,2021-01-21 16:00:00,2021-01-25 12:00:00,2021,1189.1342699999998,2189.070718968953,19.95169563475789,True,12.347156557854468,24.039819321665018,1.9469923467012678,81.88071428571429,6.885741698934831,1.7931483778667554
BTC,2021-01-22 00:00:00,2021-01-22 04:00:00,2021-01-26 00:00:00,2021,30958.8717,156.06640617502742,1.42592490643741,True,1.4821977507662196,12.649454211214037,8.534255435669715,1634.9535714285714,5.281050250382902,0.28066344391605685
BTC,2021-01-26 12:00:00,2021-01-26 16:00:00,2021-01-30 12:00:00,2021,31766.11512,799.7383452205842,7.13646416089988,True,7.9468172625573406,21.298748224142315,2.680160814128024,1175.4092857142857,3.700198407246362,2.147673283409485
ETH,2021-01-27 12:00:00,2021-01-27 16:00:00,2021-01-31 12:00:00,2021,1282.0407,127.79442634208095,1.14565946801844,True,5.055276326250797,12.07912510109859,2.389409464795166,65.5664285714286,5.114223641373367,0.9884738487684243
ETH,2021-02-01 00:00:00,2021-02-01 04:00:00,2021-02-05 00:00:00,2021,1317.568455,2555.0476043992185,22.61280173526924,True,1.333399789083451,28.661246675035184,21.49486366331007,41.765,3.169854275237638,0.42065018556207556
BTC,2021-02-15 00:00:00,2021-02-15 04:00:00,2021-02-19 00:00:00,2021,47143.870155,826.2746028017128,7.15102930321208,True,2.0556016122855754,11.613110733165689,5.649494855305811,1225.357142857143,2.5991865725669188,0.7908634316525778
BTC,2021-02-22 12:00:00,2021-02-22 16:00:00,2021-02-26 12:00:00,2021,53263.308345,-1280.622071525918,-11.004505589164589,False,17.19106197026072,3.240789407633634,0.18851595167535098,2125.5314285714294,3.990610975202332,4.307877183991631
SOL,2021-02-27 20:00:00,2021-02-28 00:00:00,2021-03-03 20:00:00,2021,13.19189265,707.9722425803968,6.15136461803303,True,13.454420052455477,17.85192930598932,1.326844950312911,1.1013,8.348309292829184,1.611634114228639
BTC,2021-02-28 04:00:00,2021-02-28 08:00:00,2021-03-04 04:00:00,2021,44423.030415,1317.2774213774092,11.53687194506877,True,3.2033618636685732,18.497093755732237,5.7742754465300665,1977.9892857142856,4.45262123550759,0.7194328226535973
ETH,2021-02-28 12:00:00,2021-02-28 16:00:00,2021-03-04 12:00:00,2021,1318.9491449999998,2151.076989069169,18.97790188355597,True,1.3070363679563841,25.6257685356019,19.6060103328793,72.14714285714284,5.4700473578261315,0.23894425083658097
BTC,2021-03-05 00:00:00,2021-03-05 04:00:00,2021-03-09 00:00:00,2021,47313.454905,1602.314149534456,13.43454323168076,True,1.8923473392457306,14.343795245193164,7.579895586668802,1662.2221428571434,3.5132123540643887,0.5386373348757296
ETH,2021-03-05 00:00:00,2021-03-05 04:00:00,2021-03-09 00:00:00,2021,1482.270765,2868.170278570103,24.04806673801598,True,2.739766981776768,25.45683581636314,9.291606178805072,59.06000000000001,3.984427231147611,0.6876187775143904
SOL,2021-03-05 04:00:00,2021-03-05 08:00:00,2021-03-09 04:00:00,2021,12.496645199999998,1208.932723670555,10.14159680314844,True,4.774442984105828,13.470453654233555,2.8213665340809055,0.5137714285714283,4.111274828955121,1.161304749193634
ETH,2021-03-12 12:00:00,2021-03-12 16:00:00,2021-03-16 12:00:00,2021,1776.4477799999995,74.502300131472,0.59626814685205,True,3.6459152207671126,9.44875621393163,2.591600638465636,50.90928571428575,2.8657912879536354,1.2722193818135783
SOL,2021-03-15 04:00:00,2021-03-15 08:00:00,2021-03-19 04:00:00,2021,13.9373652,-88.54205172240677,-0.70849934836319,False,6.491651664548476,5.830619979736196,0.898172034026065,0.54115,3.8827281357311354,1.6719305183405708
BTC,2021-03-15 08:00:00,2021-03-15 12:00:00,2021-03-19 08:00:00,2021,56178.8754,531.785708104632,4.25170385938877,True,5.175495912472468,7.033061042727823,1.358915389301882,1776.0049999999999,3.1613395379573586,1.6371211792759595
SOL,2021-03-21 04:00:00,2021-03-21 08:00:00,2021-03-25 04:00:00,2021,13.9527729,-610.3579637236332,-4.86475165793746,False,7.376117330770854,18.901096713184522,2.562472350369897,0.3154142857142859,2.260584960243178,3.262924181348788
SOL,2021-03-26 00:00:00,2021-03-26 04:00:00,2021-03-30 00:00:00,2021,12.6953445,7067.720167733503,56.60741145847597,True,0.6872164831761662,57.530187542370356,83.71479577509295,0.553807142857143,4.362285268092907,0.157535887944486
BTC,2021-04-04 00:00:00,2021-04-04 04:00:00,2021-04-08 00:00:00,2021,57521.16621,-326.78644106247435,-2.47710448540468,False,3.5607174627205853,3.4319084957230994,0.9638249964098334,930.2635714285716,1.6172543651711395,2.2017052724688653
ETH,2021-04-07 08:00:00,2021-04-07 12:00:00,2021-04-11 08:00:00,2021,1978.86894,996.5185812592746,7.57409515912154,True,2.4690336490904787,11.174618769851424,4.525907848184991,54.09499999999996,2.7336322737977765,0.9032062112949462
SOL,2021-04-11 04:00:00,2021-04-11 08:00:00,2021-04-15 04:00:00,2021,26.34826755,42.62826883002202,0.3217275929248,True,6.255696116916043,13.591908626265644,2.1727252047157037,1.0573,4.012787550428529,1.5589402723919417
BTC,2021-04-17 16:00:00,2021-04-17 20:00:00,2021-04-21 16:00:00,2021,60735.372509999994,-1194.1957506109711,-9.00361697310613,False,16.14227772849465,0.3616138025066774,0.022401659083609367,1157.2649999999994,1.905421753706141,8.471761014115174
BTC,2021-05-04 16:00:00,2021-05-04 20:00:00,2021-05-08 16:00:00,2021,54566.999865,975.8054293053358,7.4239091832664,True,3.0549597176392207,8.927813783151997,2.922399837746842,1370.6985714285713,2.5119551648793426,1.2161680910359562
