symbol,signal_time,entry_time,exit_time,entry_price,stop_price,atr14,atr_multiple,atr_risk_pct,exit_price,exit_reason,initial_quantity,initial_notional,nominal_pct_of_entry_equity,risk_budget,nominal_risk,entry_equity,entry_fee,total_fees,funding_cost,gross_pnl,net_pnl,net_return_on_entry_equity,expectancy_r,holding_bars,holding_hours
BTC,2019-07-22 16:00:00,2019-07-22 20:00:00,2019-07-26 16:00:00,10173.91375,9235.81375,268.0285714285713,3.5,0.09220640385318772,9829.161,TIME_T24,1.0659844366272258,10845.233717087734,0.10845233717087735,1000.0,938.0999999999996,100000.0,5.422616858543868,10.661483184095516,12.689572540240919,-367.5010659844364,-390.85212170877287,-0.003908521217087729,-0.39085212170877287,24,96
ETH,2019-07-22 16:00:00,2019-07-22 20:00:00,2019-07-26 16:00:00,213.74352999999996,191.81102999999996,6.266428571428569,3.5,0.10261129307633308,219.29048999999998,TIME_T24,45.594437478627626,9745.516015046167,0.09745516015046167,1000.0,21.93249999999999,100000.0,4.872758007523084,9.871971275504391,11.783152855351652,252.9105209164489,231.25539678559284,0.0023125539678559284,0.23125539678559284,24,96
BTC,2019-08-13 16:00:00,2019-08-13 20:00:00,2019-08-14 16:00:00,10947.216279999999,10387.858779999999,159.81642857142847,3.5,0.051095866354802635,10127.632230000001,STOP_CLOSE,1.7849122122270085,19539.82002806232,0.19571054790540945,998.4040327507682,559.3574999999996,99840.40327507682,9.76991001403116,18.808377238166585,5.716607953675717,-1462.8855797914669,-1487.410564983309,-0.014897882181878283,-1.4897882181878281,6,24
BTC,2019-08-16 04:00:00,2019-08-16 08:00:00,2019-08-20 04:00:00,9947.507569999998,8945.662569999997,286.2414285714286,3.5,0.10071316789156265,10797.93126,TIME_T24,0.9817186561802822,9765.653763963583,0.09929188217738269,983.5299271009351,1001.8450000000003,98352.9927100935,4.882826881981791,10.183092165028922,11.268679192775807,834.8768021306784,813.4250307728736,0.008270465477044865,0.8270465477044865,24,96
BTC,2019-08-21 16:00:00,2019-08-21 20:00:00,2019-08-25 16:00:00,10117.247139999998,9295.522139999997,234.7785714285714,3.5,0.08122021619410595,10051.16877,TIME_T24,1.206807846187792,12209.573230372996,0.12312205591895097,991.6641774086632,821.7249999999999,99166.41774086634,6.104786615186498,12.169701282683349,14.712282549848144,-79.74389537929693,-106.62587921182842,-0.0010752216490309708,-0.10752216490309709,24,96
BTC,2019-10-30 08:00:00,2019-10-30 12:00:00,2019-11-03 08:00:00,9105.326229999999,8330.628729999999,221.34214285714305,3.5,0.08508179503196128,9147.36348,TIME_T24,1.2786899642977347,11642.889271957925,0.11753395654432848,990.5979186165453,774.6975000000007,99059.7918616545,5.8214446359789624,11.669765576808764,14.088387370648546,53.75260970167651,27.9944567542192,0.0002826016108868456,0.028260161088684555,24,96
BTC,2019-11-07 20:00:00,2019-11-08 00:00:00,2019-11-08 12:00:00,9223.213999999998,8845.271499999999,107.98357142857132,3.5,0.04097731007867753,8812.31886,STOP_CLOSE,2.6217688224639684,24181.13490811318,0.24403749247570744,990.8778631840875,377.94249999999965,99087.78631840875,12.090567454056592,23.6424988744362,2.3974555255515964,-1077.272067353964,-1103.3120217539517,-0.011134692405061592,-1.1134692405061593,4,16
BTC,2019-11-11 08:00:00,2019-11-11 12:00:00,2019-11-15 08:00:00,8734.89617,8301.80367,123.74071428571435,3.5,0.04958187156104458,8621.90946,TIME_T24,2.2624375692641814,19762.157258629806,0.20168661821666262,979.844742966548,433.0925000000002,97984.4742966548,9.881078629314903,19.63434456986403,23.655918265284836,-255.62537753155522,-298.91564036670405,-0.0030506428953398904,-0.305064289533989,24,96
BTC,2020-01-19 08:00:00,2020-01-19 12:00:00,2020-01-23 08:00:00,8689.841159999998,8079.976159999998,174.24714285714293,3.5,0.07018137486876692,8414.577,TIME_T24,1.601757088147181,13919.014672903118,0.14248794667672346,976.855586562881,609.8650000000002,97685.55865628809,6.959507336451559,13.69856151320668,16.656884993335257,-440.90631939287783,-471.2617658994198,-0.004824272619022222,-0.4824272619022221,24,96
BTC,2020-01-23 16:00:00,2020-01-23 20:00:00,2020-01-27 16:00:00,8378.2699,7960.337399999999,119.40928571428569,3.5,0.049882911984012346,8923.187880000001,TIME_T24,2.3260765049472996,19488.49676649716,0.20046945140662673,972.142968903887,417.9324999999999,97214.2968903887,9.74424838324858,20.122257221697836,23.62776409611756,1267.520910401347,1223.7708890835318,0.012588383892375017,1.2588383892375017,24,96
BTC,2020-02-02 04:00:00,2020-02-02 08:00:00,2020-02-06 04:00:00,9379.900529999999,8942.69803,124.91500000000009,3.5,0.046610568907600174,9619.171199999999,TIME_T24,2.2515440277553798,21119.25901926102,0.2145436160589199,984.3806777947221,437.2025000000003,98438.06777947221,10.55962950963051,21.388623243288784,23.137138866041642,538.728448055528,494.2026859461976,0.005020442772742602,0.5020442772742602,24,96
ETH,2020-02-16 12:00:00,2020-02-16 16:00:00,2020-02-20 16:00:00,259.09883999999994,224.10633999999993,9.997857142857145,3.5,0.13505463783627905,255.744,TIME_T24,28.27242136612656,7325.351579954606,0.07404410659427017,989.3227046541839,34.99250000000001,98932.27046541839,3.662675789977303,7.277926854906639,9.017601884411532,-94.84945009593432,-111.14497883525249,-0.0011234451439594024,-0.11234451439594023,24,96
BTC,2020-02-17 12:00:00,2020-02-17 16:00:00,2020-02-21 16:00:00,9644.90527,8944.99027,199.97571428571413,3.5,0.07256836437544395,9672.15816,TIME_T24,1.4123568175032069,13622.047712257106,0.13780109398998458,988.5297219227564,699.9149999999995,98852.97219227563,6.811023856128553,13.641293114751189,16.591034627191952,38.49080498816719,8.25847724622405,8.354303429704431e-05,0.00835430342970443,24,96
BTC,2020-02-24 16:00:00,2020-02-24 20:00:00,2020-02-26 00:00:00,9610.741139999998,9111.053639999998,142.76785714285728,3.5,0.05199260834529152,9160.959869999999,STOP_CLOSE,1.9778238191635622,19008.352746507164,0.19233503219512174,988.2938396382934,499.68750000000045,98829.38396382934,9.504176373253582,18.56355869189735,7.4934305492604665,-889.5881092196363,-915.6450984607941,-0.009264907477273276,-0.9264907477273276,8,32
ETH,2020-02-25 04:00:00,2020-02-25 08:00:00,2020-02-26 12:00:00,257.88762999999994,233.29762999999994,7.025714285714285,3.5,0.09535160720969828,226.12365,STOP_CLOSE,40.112540006884174,10344.527875655542,0.10487500203334689,986.3673587692817,24.589999999999996,98636.73587692817,5.172263937827771,9.707460916391609,2.9554518351672194,-1274.1339185278666,-1286.7968312794255,-0.013045817259048374,-1.3045817259048373,8,32
BTC,2020-02-26 08:00:00,2020-02-26 12:00:00,2020-02-27 00:00:00,9167.51836,8591.920859999998,164.4564285714288,3.5,0.06278662091493219,8730.94032,STOP_CLOSE,1.6854347387047734,15451.253911657814,0.15926960002432236,970.1320220116221,575.5975000000008,97013.2022011622,7.725626955828907,15.083342014271992,2.996997916496361,-735.8237947716427,-753.9041347024112,-0.007771149880602328,-0.7771149880602327,4,16
ETH,2020-02-26 16:00:00,2020-02-26 20:00:00,2020-03-01 16:00:00,229.99976999999998,195.36476999999996,9.895714285714291,3.5,0.15058710710884635,216.12366,TIME_T24,27.73228135091255,6378.418332285176,0.06640674750974444,960.5075645888568,34.63500000000002,96050.75645888568,3.189209166142588,6.186010238997071,7.479285351215712,-384.81618657621067,-398.48148216642346,-0.004148655324094117,-0.4148655324094117,24,96
ETH,2020-04-20 20:00:00,2020-04-21 00:00:00,2020-04-24 20:00:00,170.38020999999998,147.35270999999997,6.5792857142857155,3.5,0.13515360733503032,187.40241,TIME_T24,41.46110364443394,7064.151545770419,0.07398988600586254,954.7455641722028,23.027500000000003,95474.55641722027,3.5320757728852095,7.417031144998562,8.235004405857469,705.7591984562845,690.1071629054285,0.007228178781891227,0.7228178781891227,24,96
ETH,2020-05-04 00:00:00,2020-05-04 04:00:00,2020-05-08 00:00:00,203.80359999999996,187.98359999999997,4.5200000000000005,3.5,0.07762375149408551,212.66711999999998,TIME_T24,60.78676585342963,12388.561713286028,0.12882654867256635,961.6466358012568,15.820000000000002,96164.66358012568,6.194280856643014,12.657954070724625,14.994393106597194,538.784714877192,511.13236769987014,0.005315178659924161,0.531517865992416,24,96
BTC,2020-05-04 04:00:00,2020-05-04 08:00:00,2020-05-08 04:00:00,8657.06842,8000.27842,187.6542857142857,3.5,0.07586748401833701,9800.32986,TIME_T24,1.4599176261486193,12638.606777132578,0.1318087732760852,958.8592976781516,656.79,95885.92976781516,6.319303388566289,13.473140540908604,14.722364110780616,1669.0675275520525,1640.8720229003634,0.01711275081624264,1.7112750816242641,24,96
ETH,2020-05-11 16:00:00,2020-05-11 20:00:00,2020-05-15 16:00:00,187.4873,160.4148,7.734999999999998,3.5,0.1443964471193515,194.56524,TIME_T24,36.31606536918496,6808.801042691992,0.06925378151260506,983.1666797072595,27.07249999999999,98316.66797072596,3.404400521345996,6.937322508551576,8.52261790477496,257.04293171916845,241.58299130584192,0.0024571926235109377,0.24571926235109381,24,96
BTC,2020-05-21 08:00:00,2020-05-21 12:00:00,2020-05-24 20:00:00,9399.359969999998,8721.864969999999,193.5699999999997,3.5,0.07207884389600616,8711.61966,STOP_CLOSE,1.4547450676688678,13673.672555601694,0.13873696440564157,985.5825096203181,677.494999999999,98558.2509620318,6.836836277800847,13.173429143696918,13.321013299939764,-1000.4868238095544,-1026.981266253191,-0.010420043540026104,-1.0420043540026103,21,84
ETH,2020-05-21 16:00:00,2020-05-21 20:00:00,2020-05-25 16:00:00,198.80861,183.02361,4.509999999999999,3.5,0.07939796973581777,204.47532,TIME_T24,62.125348546004254,12351.054190196626,0.12594780487804882,980.6486267986769,15.784999999999997,98064.86267986769,6.175527095098313,12.527077357126192,15.267490781226185,352.0463338591292,324.25176572077686,0.003306503031358901,0.33065030313589006,24,96
BTC,2020-05-25 00:00:00,2020-05-25 04:00:00,2020-05-29 00:00:00,8795.356569999998,8253.356569999998,154.85714285714286,3.5,0.06162342546164676,9511.73874,TIME_T24,1.8031457785349139,15859.310069904815,0.1622759514760147,977.3050119659233,542.0,97730.50119659233,7.9296550349524075,16.50518081273141,19.563414045083956,1291.7414856531857,1255.6728907953704,0.012848321408579385,1.2848321408579384,24,96
ETH,2020-05-26 16:00:00,2020-05-26 20:00:00,2020-05-30 16:00:00,199.49929999999998,185.96429999999998,3.8671428571428583,3.5,0.06784484958092588,236.88288,TIME_T24,72.29256657359565,14422.316426635729,0.1473951237532323,978.4798885736174,13.535000000000004,97847.98885736174,7.211158213317865,15.773593899590399,18.703388238787518,2702.5549459093404,2668.0779637709625,0.02726758101957888,2.7267581019578877,24,96
BTC,2020-06-02 12:00:00,2020-06-02 16:00:00,2020-06-06 12:00:00,9477.548079999999,8707.688079999998,219.96000000000004,3.5,0.08122987016279005,9642.01833,TIME_T24,1.3220491039418298,12529.783946729609,0.12310742316784869,1017.7927231606573,769.8600000000001,101779.27231606572,6.264891973364804,12.638502820048405,14.044871944819578,217.43774663759154,190.75437187272354,0.0018741966564700346,0.18741966564700346,24,96
BTC,2020-06-15 04:00:00,2020-06-15 08:00:00,2020-06-19 04:00:00,9132.423299999999,8715.1358,119.22499999999971,3.5,0.04569296519577658,9290.22048,TIME_T24,2.4436396174804824,22316.351379481843,0.21885206961627227,1019.7002668793843,417.287499999999,101970.02668793843,11.158175689740922,22.509151099769195,25.364434297812707,385.5994405747022,337.7258551771203,0.0033120110501752803,0.33120110501752803,24,96
ETH,2020-06-15 04:00:00,2020-06-15 08:00:00,2020-06-19 04:00:00,224.81458999999998,211.85208999999998,3.703571428571426,3.5,0.05765862438020589,228.14163,TIME_T24,78.66540149503453,17685.129984291572,0.17343459209257484,1019.7002668793845,12.962499999999991,101970.02668793843,8.842564992145787,17.815991452986594,20.097122112345442,261.72293739004056,223.80982382470853,0.0021948589315332794,0.21948589315332792,24,96
BTC,2020-08-02 04:00:00,2020-08-02 08:00:00,2020-08-06 04:00:00,11337.27595,10218.35095,319.69285714285695,3.5,0.0986943428857793,11616.88149,TIME_T24,0.9163399009490393,10388.798321054925,0.10132293004446238,1025.315623669403,1118.9249999999993,102531.5623669403,5.194399160527462,10.516905177469127,11.39320311400167,256.21371282840306,234.30360453693226,0.0022851851578970946,0.22851851578970944,24,96
ETH,2020-08-07 12:00:00,2020-08-07 16:00:00,2020-08-11 12:00:00,385.85546999999997,357.16047,8.19857142857143,3.5,0.07436722356171344,381.89772,TIME_T24,35.81316116796557,13818.704134651101,0.13446784108729737,1027.6586597147723,28.695000000000007,102765.86597147724,6.909352067325551,13.747834365344843,15.38952417761466,-141.73953861251485,-170.87689715547435,-0.0016627787401986317,-0.1662778740198632,24,96
BTC,2020-08-11 12:00:00,2020-08-11 16:00:00,2020-08-15 12:00:00,11492.260779999999,10776.72078,204.44,3.5,0.06226277089406598,11840.13801,TIME_T24,1.4338120730402462,16477.742252890916,0.160609620426531,1025.9498907432178,715.54,102594.98907432177,8.238871126445458,16.727137539045817,18.333789355887003,498.7905723098012,463.72964541486834,0.004520002873424293,0.45200028734242925,24,96
ETH,2020-08-11 16:00:00,2020-08-11 20:00:00,2020-08-15 16:00:00,380.91052999999994,353.9305299999999,7.708571428571438,3.5,0.07083028132616874,431.4681,TIME_T24,37.96734533603307,14462.161634641383,0.14118255374351354,1024.3589771661734,26.980000000000032,102435.89771661734,7.2310808173206915,15.421929994411716,18.62867798912463,1919.5367195406675,1885.4861115571312,0.018406497659377314,1.8406497659377314,24,96
BTC,2020-08-19 04:00:00,2020-08-19 08:00:00,2020-08-23 04:00:00,11835.16334,11075.52334,217.0400000000001,3.5,0.06418500346612034,11604.84354,TIME_T24,1.3814991947671755,16350.268624147995,0.1557996332473276,1049.4420483129377,759.6400000000003,104944.20483129377,8.175134312073999,16.191175315028527,17.79482173545301,-318.186618238936,-352.17261528941754,-0.003355808125427824,-0.3355808125427824,24,96
ETH,2020-08-19 04:00:00,2020-08-19 08:00:00,2020-08-23 04:00:00,413.78336999999993,378.1383699999999,10.184285714285718,3.5,0.0861441096581528,390.53907,TIME_T24,29.441493850832863,12182.400543431897,0.11608454762238737,1049.4420483129377,35.64500000000001,104944.20483129377,6.091200271715949,11.84022708567344,13.055123852299413,-684.346915516913,-709.2422664548858,-0.006758279483798554,-0.6758279483798554,24,96
BTC,2020-08-25 12:00:00,2020-08-25 16:00:00,2020-08-29 12:00:00,11430.839419999998,11012.38192,119.55928571428532,3.5,0.036607766466200495,11489.48901,TIME_T24,2.4825171002921405,28377.254330843487,0.2731660782755725,1038.8278994954949,418.4574999999986,103882.78994954948,14.188627165421744,28.45005363589355,31.194733938303767,145.59861010012514,85.95382252592782,0.0008274115719039811,0.0827411571903981,24,96
ETH,2020-08-25 12:00:00,2020-08-25 16:00:00,2020-08-29 12:00:00,385.94555999999994,355.58555999999993,8.674285714285721,3.5,0.07866394421016278,402.06753000000003,TIME_T24,34.21699273700573,13205.896423399608,0.12712304347826076,1038.8278994954949,30.360000000000024,103882.78994954948,6.602948211699804,13.481719088597721,14.627285357171633,551.6453303962273,523.5363259504579,0.005039682956192383,0.5039682956192383,24,96
ETH,2020-10-06 08:00:00,2020-10-06 12:00:00,2020-10-10 08:00:00,346.46612,330.21112,4.644285714285709,3.5,0.046916564309376,371.55807,TIME_T24,64.28316216427314,22271.937776386516,0.2131443371270381,1044.9228009802587,16.25499999999998,104492.28009802586,11.135968888193258,23.078432721820434,27.048040444888223,1612.989890867833,1562.8634177011243,0.014956735715164579,1.4956735715164577,24,96
BTC,2020-10-16 04:00:00,2020-10-16 08:00:00,2020-10-20 04:00:00,11317.17587,10843.57587,135.31428571428555,3.5,0.041847896104136396,11723.72454,TIME_T24,2.239340023558428,25343.00487934067,0.23896063914695978,1060.5514351572701,473.5999999999994,106055.143515727,12.671502439670336,25.798205233468394,28.240923898241718,910.4007082554479,856.3615791237378,0.008074682195840385,0.8074682195840385,24,96
ETH,2020-10-16 08:00:00,2020-10-16 12:00:00,2020-10-20 08:00:00,370.30994,346.69244000000003,6.747857142857129,3.5,0.06377765608992281,367.62201,TIME_T24,44.94935047468572,16645.191277319842,0.15679472425108532,1061.5912848358878,23.61749999999995,106159.1284835888,8.322595638659921,16.58478092350913,20.125846928288162,-120.82070762142175,-157.53133547321903,-0.0014839170001058543,-0.14839170001058544,24,96
ETH,2020-10-26 08:00:00,2020-10-26 12:00:00,2020-10-26 16:00:00,405.51511,384.74260999999996,5.93500000000001,3.5,0.05122497161696401,391.16844,STOP_CLOSE,51.39197196263202,20840.22116354364,0.19521728727885393,1067.5397375937755,20.772500000000036,106753.97375937755,10.42011058177182,20.471569332345073,2.022890800393122,-737.3036623971349,-759.7981225298731,-0.007117281875075217,-0.7117281875075216,2,8
ETH,2020-10-26 16:00:00,2020-10-26 20:00:00,2020-10-30 16:00:00,391.89149999999995,366.4789999999999,7.260714285714292,3.5,0.06484575450092699,382.79682,TIME_T24,41.709464097136284,16345.584449222883,0.1542121003443186,1059.9417563684767,25.412500000000023,105994.17563684768,8.172792224611442,16.155917334755415,19.581550657003056,-379.3342289349403,-415.0716969266988,-0.003915985896704345,-0.39159858967043454,24,96
ETH,2020-11-03 04:00:00,2020-11-03 08:00:00,2020-11-07 04:00:00,375.8955199999999,351.19552,7.057142857142845,3.5,0.06570974828324627,455.85369000000003,TIME_T24,42.74457649389521,16067.494808352512,0.1521844210526318,1055.79103939921,24.69999999999996,105579.10393992098,8.033747404176257,17.776383865290953,19.2122765629816,3417.778113876882,3380.7894534486095,0.03202138801417014,3.2021388014170142,24,96
ETH,2020-11-15 20:00:00,2020-11-16 00:00:00,2020-11-19 20:00:00,448.51806999999997,418.95806999999996,8.44571428571429,3.5,0.06590592882913283,470.77875,TIME_T24,36.86058639829822,16532.639070432968,0.15173141745602156,1089.598933933696,29.560000000000016,108959.8933933696,8.266319535216484,16.942909929645403,19.068718555567635,820.5417184248705,784.5300899396574,0.007200173068335596,0.7200173068335597,24,96
ETH,2020-11-26 08:00:00,2020-11-26 12:00:00,2020-11-30 08:00:00,513.20269,421.97769000000005,26.064285714285695,3.5,0.177756277933773,587.67174,TIME_T24,12.030082048047063,6173.870467978461,0.05625680350781039,1097.4442348330927,91.22499999999994,109744.42348330926,3.0869352339892306,6.621804858748521,7.702320181672373,895.8687815401196,881.5446564996987,0.00803270570402851,0.803270570402851,24,96
BTC,2020-11-26 16:00:00,2020-11-26 20:00:00,2020-11-30 16:00:00,16533.37686,14277.776860000002,644.4571428571427,3.5,0.13642706018859838,19240.72002,TIME_T24,0.4858300265520484,8032.410918888822,0.07329924126618197,1095.8382078908,2255.5999999999995,109583.82078908,4.016205459444412,8.690065218542976,10.308069924396522,1315.3085993083068,1296.3104641653674,0.011829396482355035,1.1829396482355035,24,96
ETH,2020-12-05 00:00:00,2020-12-05 04:00:00,2020-12-09 00:00:00,576.5759999999999,522.5259999999998,15.442857142857147,3.5,0.09374306249306252,551.5678800000001,TIME_T24,20.707174579828735,11939.25989053933,0.10667456059204436,1119.2227860397434,54.05000000000001,111922.27860397434,5.969629945269665,11.68033613716268,14.649994700435553,-517.8475067533035,-544.1778375909017,-0.004862104706752978,-0.48621047067529777,24,96
BTC,2020-12-08 12:00:00,2020-12-08 16:00:00,2020-12-09 04:00:00,18828.719909999996,17875.312409999995,272.4021428571429,3.5,0.05063581085475929,17906.14593,STOP_CLOSE,1.173183117531991,22089.536323150463,0.19748869093226132,1118.5215831283817,953.4075000000001,111852.15831283818,11.044768161575233,21.548362214145317,2.149753649579913,-1082.3482180102935,-1106.0463338740187,-0.00988846662020172,-0.9888466620201721,4,16
ETH,2020-12-09 00:00:00,2020-12-09 04:00:00,2020-12-13 00:00:00,552.66211,511.90461000000005,11.64499999999999,3.5,0.07374759235801413,564.8545799999999,TIME_T24,27.171593196898087,15016.710028259342,0.13559764705882366,1107.4462097225728,40.757499999999965,110744.62097225727,7.5083550141296715,15.182354445712035,18.154292420609504,331.2888349053829,297.95218803906135,0.0026904438827209643,0.26904438827209637,24,96
BTC,2020-12-09 08:00:00,2020-12-09 12:00:00,2020-12-13 08:00:00,18263.184939999996,17067.827439999997,341.53071428571405,3.5,0.06545175465983095,19297.49319,TIME_T24,0.9245252533283861,16884.77568323666,0.15278429206325314,1105.1381955054856,1195.3574999999992,110513.81955054853,8.44238784161833,17.36289773166211,20.376962789499416,956.2440968508947,918.5042363297332,0.0083112161000789,0.8311216100078898,24,96
ETH,2020-12-20 20:00:00,2020-12-21 00:00:00,2020-12-23 20:00:00,638.7380999999999,586.8655999999999,14.820714285714287,3.5,0.08121090631668912,584.97444,STOP_CLOSE,21.492796926479006,13728.268272505038,0.12313617041785144,1114.8851085687822,51.8725,111488.51085687823,6.8641341362525194,13.150502559302907,10.626791048343648,-1155.5314264042613,-1179.3087200119078,-0.010577849779748412,-1.0577849779748412,18,72
BTC,2020-12-21 12:00:00,2020-12-21 16:00:00,2020-12-25 12:00:00,22716.34365,20257.561149999998,702.5092857142861,3.5,0.10823847965515354,24001.10487,TIME_T24,0.450864788223283,10241.99946896457,0.09238858520426263,1108.578451149615,2458.782500000001,110857.8451149615,5.120999734482285,10.531626266650964,11.56703713558089,579.2535953727869,557.154931970555,0.005025850280535182,0.5025850280535182,24,96
BTC,2021-01-04 08:00:00,2021-01-04 12:00:00,2021-01-08 08:00:00,30773.732989999997,24659.480489999994,1746.9292857142862,3.5,0.1986841343553232,41245.38333,TIME_T24,0.18132446618591047,5580.030706959492,0.05033114512362712,1108.6635706883687,6114.252500000001,110866.35706883686,2.790015353479746,6.529413910952496,7.630143872597684,1898.7664079860078,1884.6068502024575,0.01699890661178942,1.6998906611789417,24,96
BTC,2021-01-10 20:00:00,2021-01-11 00:00:00,2021-01-11 12:00:00,38188.17001999999,31940.21751999999,1785.1292857142855,3.5,0.16360963347360735,31548.42,STOP_CLOSE,0.1804606611830665,6891.462411180556,0.06112109530282119,1127.5096391903933,6247.952499999999,112750.96391903932,3.445731205590278,6.292355571830817,0.6202838961349658,-1198.2136786994777,-1205.1263181674433,-0.010688390380704706,-1.0688390380704706,4,16
ETH,2021-01-11 00:00:00,2021-01-11 04:00:00,2021-01-15 00:00:00,1106.12502,819.1500199999998,81.99285714285718,3.5,0.25944174013892224,1217.8509299999998,TIME_T24,3.911534530659839,4326.646210956805,0.03854429898074744,1122.5126219361077,286.97500000000014,112251.26219361076,2.1633231054784026,4.545156088424001,5.182521180310732,437.01975493439295,427.2920776656582,0.0038065681339837913,0.3806568133983791,24,96
BTC,2021-01-11 16:00:00,2021-01-11 20:00:00,2021-01-15 16:00:00,32286.884629999997,23951.83713,2381.4421428571427,3.5,0.258155830007065,35182.042740000004,TIME_T24,0.1332515060381048,4302.276002226037,0.03873629350042697,1110.65763227414,8335.047499999999,111065.76322741399,2.1511380011130186,4.495168091414005,5.832542343188462,385.78417837593406,375.4564679413316,0.0033804878932183753,0.33804878932183746,24,96
BTC,2021-01-17 08:00:00,2021-01-17 12:00:00,2021-01-21 08:00:00,35305.27,29594.6,1631.6200000000001,3.5,0.16175120598142997,32176.411379999998,TIME_T24,0.19673450951723506,6945.764976823553,0.061823341219156426,1123.4858614647887,5710.67,112348.58614647886,3.4728824884117766,6.637987743846317,8.480048036186583,-615.5544659544728,-630.6725017345057,-0.005613533052496466,-0.5613533052496466,24,96
ETH,2021-01-21 12:00:00,2021-01-21 16:00:00,2021-01-25 12:00:00,1189.7285399999998,903.1460399999999,81.88071428571429,3.5,0.24088057936308738,1433.4351299999998,TIME_T24,3.8982810759465205,4637.896252995482,0.04151434717751432,1117.1791364474439,286.58250000000004,111717.91364474437,2.3189481264977414,5.112914646935711,5.417328161091677,950.0367878804576,939.5065450724303,0.008409632031439464,0.8409632031439463,24,96
BTC,2021-01-22 00:00:00,2021-01-22 04:00:00,2021-01-26 00:00:00,30974.343399999998,25252.005899999996,1634.9535714285714,3.5,0.1847444327100732,31487.14134,TIME_T24,0.1950283514269486,6040.875129834186,0.054128830045414134,1116.0180489336065,5722.3375,111601.80489336065,3.020437564917093,6.090880198260853,7.610374876263731,100.01013685333538,86.3088817788108,0.0007733645693390165,0.07733645693390165,24,96
